SORCS2
MIR548AU
WWP2
ZSWIM5
FAM167A
SCFD2
TET1
ATP6V1E1
CDC20B
ARNTL
SAMD9L
FOXP2
ADGRB3
TTC39B
FAR1
ABCG2
WDR31
SHANK1
MEGF11
ZNF365
HERC4
PCSK5
NOS1AP
BMPR2
STRN
ESCO2
RAB30
DISC1
TSNAX-DISC1
PRKN
VPS13D
LRRK2
ADAP2
CEP41
JPH2
LINC01091
WDR72
COPS9
RINT1
LINC02107
MATN2
SMAD5
KIF1B
UNC5C
LOC101928118
TLCD4-RWDD3
PAX8
PAX8-AS1
GAB3
CCHCR1
HS3ST4
OPRM1
ACSL1
KCNH2
LYZL1
PTPRN2
TEX14
C9orf92
NETO2
FARS2
ANLN
SUSD4
DIRC3
WDR7
GPR107
ZFPM2-AS1
MAST2
CNTLN
RAC1
PTPRT
GALNT11
GATC
RGS12
RANBP17
CAMK2D
ZNF704
RFC3
LINC-ROR
ALDH6A1
BBOF1
GGT1
DTNA
CRIM1
RANBP2
LITAF
IFT80
TRIM59-IFT80
MAPK9
SGCD
LANCL2
NGRN
LIN7A
PAPPA
HTR1D
ACOT11
LOC101928283
CCDC3
DOCK7
SHISA9
STX8
LOC105374960
PDK3
OMA1
SFI1
TACC1
DPYD
LOC101928505
PAN3
VCAN
CAPZB
ZMYM4
PFKM
MICAL2
OLA1
PALLD
DNAJC2
DNAJC3
KHDRBS2
TERF2IP
LINC01684
TUT7
NDUFAF2
LINC01182
CHRM5
LCP2
SENP7
SREBF2
CHRM2
LOC349160
LRRIQ1
RNF175
PHF21B
BDKRB1
SLX4IP
LINC01499
TMEM120B
HJURP
PHACTR1
DIS3
GABRG3
CDKAL1
C8orf34
TFEB
MYBPC2
LOC642484
GRM8
CERS6
ARMC9
MYRFL
ANXA13
EVC2
DLEU1
SNX25
GOLGA5
KIAA1755
SLIT1
ABAT
DLST
ST8SIA6
ARHGAP19-SLIT1
FIP1L1
KCNH7
CACNG3
SIPA1L3
DPH6-DT
PLEKHG3
LINC02254
GNG4
PTDSS2
TECPR2
TENM3
MET
TNIK
SPAST
GNPTAB
LINC00928
LYRM4
LYRM4-AS1
FGF14
SIPA1L1
MDGA2
TRDN
PINCR
FAM214A
SETBP1
VMP1
NEK5
FGF12
LINC02424
PDE8B
MAML2
LRP1B
TBC1D32
TTC7B
RAB18
TNFRSF10D
LGR6
CAMKMT
PRPS1
MICALCL
CCDC6
MFN2
CHODL
ZNF491
RPH3A
LINC01933
CCDC178
LSG1
GRIA4
IQCA1
FAM98B
PITPNM2
MAK
MCC
LINC00290
SPOP
SHANK2
LOC101926964
RAB31
IGSF9B
ZHX2
KREMEN1
PLEKHF2
CLSTN2
GPR139
ESRRB
GUCA1B
ZNF37BP
DGKI
TMTC2
SLC7A14
SLC7A14-AS1
SPRED2
ADD3-AS1
PTPRQ
CDYL2
LINC00824
SMIM11A
SMIM11B
EXOC4
SLC14A2
MYHAS
CNTNAP4
B4GALT6
CCDC7
ZDHHC17
RAPGEF5
UBE3C
EPB41L4B
RIMBP2
RASGEF1C
LINC00326
EHBP1
PPP4R1
LRRC7
CACNA2D3
CACNA2D3-AS1
DLGAP1
RBFOX3
KAT14
SDC3
ZNF469
PRB1
DNER
FAM117A
GFOD1
LINC01037
RORA
ZNF57
ULK4
TMEM117
MARK3
LINC02542
GAS7
ADAM12
GRIN2B
TRABD2A
SPTBN1
ZMAT2
DPP10
ADRA1A
TTC29
RELT
CACNA1I
SOX5
MYH13
SPHKAP
GLRA1
TMEM170A
NSMCE2
LINGO2
ABCA13
DPP6
DAB1
JMJD1C
TNKS
RNF152
PELI2
CDKN2B-AS1
CNGB3
MALRD1
LDB2
EMSY
NCOR2
MYLK4
KCNK5
SPATS2L
SAMD3
CNTN1
LINC01968
SYNPR
FOXN3
CADPS
FAM110B
TMCC3
SBNO2
CDH6
EPG5
PRR14L
RBM26-AS1
LRRC9
SMARCB1
HORMAD1
MAGI2
XRRA1
PSMG1
ZNF91
EGFR
LINC01833
ADORA1
ZNF536
RAD18
FRK
LINC01687
NFIB
VPS13B
TBC1D1
ARHGAP26
NFAT5
IL2
SEPTIN12
TEAD1
RCL1
LINC02476
USP30
FNBP1
BRD8
DLEU7
TMEM132E
FBXO31
EEF1E1
EEF1E1-BLOC1S5
DLGAP4-AS1
FASTKD1
EYA2
RGL3
LIMCH1
MINK1
SHOC2
UBE2L3
TINAG
FANCM
LOC105376360
NCOA2
DISC1FP1
SH3RF2
ACAA2
NUTM2B-AS1
UBR1
LOC643339
SYNPO2
TCF12
NTN1
MIR217HG
MMADHC-DT
KCNJ10
ZNF510
TBPL2
DGKB
ARHGAP44
CTIF
CERS3
CERS3-AS1
TFB1M
NPAS3
ZNF541
MYLK
AGPAT5
FAM135B
PLPPR5
SLCO2A1
CMIP
SLIT3
NFIX
PSMD14
MRC1
LILRA1
UTRN
PRRX1
ZNF431
MUC19
CTNNA2
CA10
LINC01239
SPAG17
KCNMA1-AS3
ALG6
CBWD5
GLUD1
RERE
KIF16B
LINC02328
SOAT1
PDE10A
NUBPL
POT1-AS1
NADSYN1
CR1
PLCXD3
CCDC85A
ADAMTS7P1
SLC24A3
PKNOX2
PABPC1
ITGA9
DDX12P
SAXO1
COBL
RIMS1
TMEM189
TMEM189-UBE2V1
FAM83B
NAALADL1
CCDC60
MYO1D
EFL1P1
PRSS23
MSRB3
ZNF100
CHST8
SEC22A
UBIAD1
RAB38
PIK3R4
PRKCA
MYO5B
LOC100507377
CNOT1
GCC2
SPTLC3
DAD1
RPS6KA6
CENPV
DPY19L2
CRACD
SERPINA11
SAE1
NUTF2
PTCSC2
OAF
TEKT5
LOC648987
PDE1C
PIK3R5
DNAH12
HMCN2
GOLGA8A
TEX15
THSD7A
LAMC3
MYEF2
RB1CC1
BCKDHB
FBLN2
CNKSR3
AGAP2
HSF2BP
CLCN1
PCCA
CCBE1
TRPC3
SEZ6L
ADAM17
SDK1
SLC22A24
LINC02825
AKAP13
CNKSR2
RAPH1
CALCRL
PACSIN2
TRIM35
NDST3
CLIC5
DRD2
OSBPL2
MIR1-1HG-AS1
PVT1
MAPK8
KCNQ5
UGT1A8
UGT1A7
UGT1A9
UGT1A10
AHCY
GALNT18
UPRT
ARMC4
BCAS3
RAB37
ZNF385D
COL12A1
PPP1R13B
USP43
LINC02549
GREM2
IFT52
SNTB1
ABI2
FAM168A
MIR99AHG
TRHDE
LOC105377975
IKZF2
LINC01250
SNX31
ACAP2
C12orf50
PIP4K2A
LOC101928516
AGTPBP1
LINC01121
KAZN
BMP7
POLK
PRDM16
GALNT17
NMNAT2
IMPG1
ROR1
MLLT3
LRFN5
CD36
NREP
CNTN4
SCMH1
NRG1
DOCK3
LOC101927421
NCAM1
ZC3HC1
FBXL18
NALCN
FAM92B
MSI2
CABIN1
KCNJ6
CGNL1
MECOM
UCHL1-AS1
CNTN5
ANO3
TMEM135
SLC30A5
KCND2
LINC-PINT
SOGA1
PAPSS1
DRAIC
LINC01619
TBX15
KIAA0232
PPM1B
ARHGAP15
ZNF846
TASP1
SUN5
PIK3CA
CREBBP
DISP3
STX18-AS1
CD82
NRG3
SCN8A
LMF1
SLC28A3
LINC00879
NPTN
PLA2G6
GLCCI1
SYT13
TMEM164
ANKRD13C
ADIPOQ
ADIPOQ-AS1
UNC79
ROBO2
HNF4A-AS1
HNF4A
ZNF462
LOC340512
ZNF33B
FNDC3B
LOC105369146
GRID2
RBM47
ADNP2
CPNE4
MTPAP
MIR924HG
AACS
FLOT2
SH3PXD2B
CD109
STK32B
OSBPL11
FTCDNL1
APOBEC3A_B
IL20RB
PTK2B
FAM160A1
LINC02405
ENOX1
ZFAND3
KIAA0513
DEPTOR
GUCY1A2
PIKFYVE
RGPD2
RGPD1
VAV1
ECT2
KAT6B
PCDHGA1
RBFOX2
DGKG
DTWD2
FAM107B
KCTD1
MID1
CDK16
ANKRD36C
IYD
SHCBP1
KIF26B-AS1
KIF26B
DOCK2
DST
ZNF133
XPR1
CASR
LMNB1
SGO2
KIAA1958
ADGRL3
DCC
NPTXR
IL7R
GNL3L
LINC01098
LINC01099
CCDC73
SNX14
KDM4C
LINC02173
FUCA2
ARHGEF38
POU2F1
SUCLG2
DNAJC13
SKA1
ZBTB7C
PKD1L3
MEI4
ABCB5
PTPRG
EPB41L4A
ANO2
NKAIN2
CTNND2
RMST
MMP16
LINC02355
MIER2
P2RX5-TAX1BP3
P2RX5
BAZ2B
NUDT3
RPS10-NUDT3
DDC
DOK5
FRG1HP
PGM5P2
ZNF385B
OCA2
SLC44A3-AS1
STAC
SEPTIN7
FPGT-TNNI3K
ATP13A4
ADGB
LPCAT2
LINC00351
PPFIA2
CD34
ZNF618
BCAS1
CDH7
PHKB
PPM1H
SPSB1
CFAP61
APIP
ERI1
NR5A2
TAFA1
RBL2
ADPRHL1
KCNB2
TWSG1
MDFIC2
INSR
WT1
ACER3
MNAT1
XKR4
TSHZ2
TGFBI
HELZ
EFCAB8
CYP51A1
RNF212B
TMEM39B
NCAM2
LINC00466
GALNTL6
SMARCA2
RAP1GDS1
PKHD1
LAMB4
TNFRSF8
GAN
TIMM23B
NCOA4
TIMM23B-AGAP6
DPF3
KLHL32
EFHC1
ACSM5
MAP6
OR51E2
LPAL2
FAF2
SLC6A3
TMED7-TICAM2
TICAM2
CDH18
EPHA3
FRMD3
LINC01516
RIMS2
VPS8
HCN4
LARGE1
PIK3C2G
ADGRF2
PPP2R5A
LINC02360
ADCY9
COL28A1
LMTK2
CLVS1
KLRD1
TDRD5
RPL38
DIAPH2
ANKRD30BL
TAFA5
KIAA0355
NOTCH3
GPATCH2
KCNQ2
LINC01036
RBM44
CSNK2A1
NUMB
ALK
SLC35F3
LPGAT1
LINC01141
EPHA6
LOC284930
BRINP2
FAM92A
NECTIN3
ARHGAP23
EDIL3
EGFEM1P
FAM184A
GNG7
BTBD9
PDHX
TTC39C
CWC27
UPP2
CFAP44
TLL1
LOC339862
LINC02049
SPAM1
TRIP13
ARHGAP11A-SCG5
ARHGAP11A
BRWD1
UNC45A
HDDC3
TBC1D12
CACNA1D
SFMBT2
ADGRD1
LINC02702
COL15A1
SLC30A8
DEPDC1B
LOC284395
FAT3
FSTL4
MMS22L
RERGL
EPS15
GOLGA6L22
TAF1
SPATA13
CUBN
C6orf201
LINC00474
AMPH
FRMD1
UNC13B
MTUS1
AIG1
GRK3
PTDSS1
CAP1
LOC101927045
ANKRD27
RBM20
AP1B1
LINC00301
LINC02548
FSTL5
SERPINB7
VAPA
MIMT1
SIRT4
EP400
KLHL4
PRKDC
RNGTT
ATP8B4
TOP1
LINC02240
C2CD5
CAMK4
EFHD1
RIC1
PRUNE2
NSMCE1
CYB5R4
MAPT
IQSEC1
LIFR-AS1
CHD6
SLC20A2
COL4A1
RSU1
RUNDC1
AKR1C3
SLC8A1-AS1
ZNF292
ORC3
BACH2
BTRC
SLC38A10
INSYN2B
ZNF106
MAP2K3
STPG2
LOC100128988
LINC01411
MTMR7
CCDC162P
C4orf45
ITGA8
GHR
SEMA3A
PNLDC1
ZFHX3
RBM6
KSR2
CEMIP2
CREM
SSH2
CLDN14
RAP1GAP2
OPHN1
TRPM3
NPAS2
WDFY3
SMPD3
HDX
SESN1
TACC2
HS6ST3
TENM2
GRIK2
BRAF
PAXBP1
PAXBP1-AS1
LIMS4
LIMS3
LIMS3-LOC440895
VWA8
PCDH11X
PRKCB
PCDHA5
PCDHA1
PCDHA2
PCDHA7
PCDHA10
PCDHA9
PCDHA6
PCDHA13
PCDHA12
PCDHA11
PCDHA8
PCDHA3
PCDHA4
RABGAP1L
PPM1E
RMDN2
RMDN2-AS1
IQCJ-SCHIP1
IQCJ
CXADR
MDN1
TF
PSMA3
ZFPM2
ATP8A1
ANK3
IBTK
FAM167A-AS1
LINC02210-CRHR1
WDPCP
TLE3
FGGY
HTRA1
GATB
FMR1
ATRN
GPHN
KCNQ3
VWF
FGD3
HIVEP3
DKK2
TRIO
ITGB5
AFG1L
MKLN1
LINC02147
EFCAB5
LOC105374516
MAFTRR
ARHGAP28
CNTN4-AS2
GPATCH8
DIAPH3
HMGN5
PMEPA1
FHOD3
ITFG1
RYR2
CD99L2
CA5BP1
CA5BP1-CA5B
HECW1
ATG5
PLXDC2
COL4A2
DNAH9
ANKS1B
ATP9B
USP6NL
MARCHF1
SNX27
SIM2
HDAC9
DAGLA
ESYT2
B3GAT1
NFATC1
BAZ1B
LDLRAD3
TFDP2
GAB2
PRKCH
CPXM2
LINC00383
SYNE1
LINC02627
FARP1
USP25
WWTR1
GRM5
ACTR3B
SENP5
CCDC30
DDX4
IFT74
ANGPT4
ITPKB
LINC02024
PARD3B
TSL
HIBADH
GLI3
SLC1A3
HERC1
ZNF227
CASC16
BICD1
ZNF430
LGSN
PIP4P2
MIR3681HG
CDH23
STXBP5L
SLC44A1
CAND1.11
PHTF2
ARHGEF35-AS1
OR2A1-AS1
LOC100420587
MAP3K4
KIRREL1
CAPN10
POU6F2
GFRA1
C3orf20
LOC100286906
STK17B
CD81-AS1
KIAA0586
ABCC8
TENM4
FANCD2OS
PARVB
DYRK1A
MCTP2
CR1L
PLCB4
MAML3
PHACTR2
LINC01905
POLR3B
GRB2
PAQR5
CHD9
SGSM2
LOC101929322
APOOL
SSR1
LOC101927960
SETD3
TNRC6A
SMAD2
SYT14
SYN2
ROBO1
ST3GAL3
FAR2
AFG3L2
RNF4
SGSM1
ANXA3
RTN4IP1
KCNH8
PLCL2
TDRD12
PRLR
CREB5
TAFA2
LINC01982
CAPN15
EFCAB13
ADD3
KIF5C
CDC42BPB
TNFRSF10B
CPEB4
CNTN3
PIK3C2A
CEP83
ALCAM
GTDC1
BEND6
NHSL1
RASSF9
ABCB10
SND1
KIAA1549
LOC100287944
BMPR1A
DNAH7
CECR2
ARMC2
IPO11
TDP1
MYOM1
IRAK3
LINC01924
ERICH1
FAM227B
CASC18
CES1
GRM7
MR1
KLF3-AS1
COL22A1
METAP2
STK31
LINC01948
PHEX
CUX2
HSF5
SYT2
C3orf70
PTPN2
PRKCQ
C20orf194
MYO3B
HEATR4
GABRB2
LINC02351
TAB2
LOC105370802
LINC02389
ASCC3
GRB10
NUP153
MAX
ZNF708
IDS
NAV3
BCR
HMGA2
AGBL4
ARHGEF28
COLEC12
POLN
LINC02388
EP400P1
PIEZO2
SDCCAG8
TOR1AIP1
KCNT2
LAMA1
IPPK
AGXT2
RASSF3
GMPR
PRR5-ARHGAP8
JPH3
CDK19
SAMD4A
MIR325HG
AHI1
ZDHHC14
AK8
LOC643542
PRR5L
R3HCC1L
NF1
AFAP1
RAI1
LHFPL6
RELCH
LIN9
SPIRE1
CEP290
EMILIN2
FRMPD1
ALG5
CDH20
TBCA
SHQ1
GLIS3
ENAH
F13A1
XPA
COL26A1
DLGAP4
CADPS2
RAET1L
WWC1
RELN
TDRD3
CENPF
UBE2H
FBN1
ACACA
CPQ
FOXP1
PTPRR
TLN2
LPIN2
MGA
ATP1B3
GADL1
TLK1
PCGF5
AOPEP
PPP1R12A
RBPMS2
CRTAC1
RADIL
LOC100507065
PUM1
RNF212
TPTEP2-CSNK1E
CSNK1E
COL24A1
TMEM154
TPD52
ERGIC2
FRS2
TRPC6
RALA
MGST2
ATP8A2
REV3L
SRGAP1
GTF3C2
PDE3A
CSMD2
GABPB2
CRTC3-AS1
CELF5
JAK2
CTXN2
LINC01622
PHACTR3
SSBP2
PPFIA1
CENPP
ELMO1
DMXL2
RANBP9
MYO7A
SPATA6
CAPN8
SPAG9
ABR
USP15
CDH9
RAD51B
C12orf40
VLDLR-AS1
SNX9
RAPGEF1
KCMF1
ME1
GABRB3
CAPS2
RIT2
ASB5
ZNF804B
PRAMEF18
FNIP1
LINC02006
RC3H1
ZRANB3
OTOG
CDC42BPA
OTOGL
OSBPL8
TGS1
COP1
ANKFN1
COL4A4
WNK1
PTCHD4
ILRUN
TLL2
ARHGEF18
ST7
KCNA2
BAHCC1
GPLD1
CCDC192
CDC14B
IQCM
COG5
TIAM1
LINC01508
KALRN
MIER1
RPGRIP1L
FBXL4
VPS13C
PTK7
MYO6
CRTC3
PTPN12
SNAP25-AS1
KCNC2
CPM
POC1B
UNC5D
MYCNUT
FGD4
NSRP1
DOP1B
EXOC6B
TPST1
MAP3K21
ANO6
PRKAR1B
CEP128
HTT
NOL8
LOC440982
PLXNC1
EREG
CFAP97
SLC16A7
DNAH8
RASAL2
BICRA
PGAP1
MIPEPP3
LINC00539
EPB41L3
MAPK4
BNC2
DLC1
SHLD2
ADCY2
MSC-AS1
LOC100506869
CCDC57
R3HDM2
PPP1R9A
TRAF3IP2-AS1
ANK1
PADI4
CHST11
MFSD14B
FAM228B
ZNF587
ASTN1
NME7
CFAP54
WIPF3
SMG1P5
GPBP1
EEFSEC
PCED1B
KCNMB4
SVEP1
SYT1
CORO2B
PANK3
C12orf42
KLHL13
RBMS1
KCNH1
BCAR3
ZNF608
HTR1F
PPP1R14C
LINC01951
SYNE2
ANKRD18CP
F5
SETD7
ARHGAP10
ADAMTS17
COL20A1
PTPRS
KLF9
TMEM178B
CCDC197
TSPEAR
CCAR1
TBC1D15
ESR1
RALYL
GAPVD1
IRS2
CATSPERB
KCNK13
PXDNL
TARID
CCDC88C
PAG1
TLE4
LINC00374
LINC02112
ZNF215
ST18
SORD
WASF1
RPSAP52
ADGRF1
LOC100131626
CPEB2-DT
CRY1
DCBLD1
TMC1
GTF2IP20
PLCB1
LOC101928008
RFTN1
TFCP2
MGC27382
MRPS28
CBWD6
TBC1D3L
TMEM72-AS1
MSRA
ATG14
TOM1L2
XKR3
EDEM3
MYT1L
BICD2
SERINC5
TPP2
PBX3
EFNB2
AFF3
TUBGCP3
GTF2E1
IGSF11
BFSP1
LINC00907
LINC01170
DYNC1I1
PARVA
DAPK1
LRBA
DAAM2
GDA
SHROOM3
MANEA
ECPAS
VPS13A
SUGT1P4-STRA6LP
SUGT1P4-STRA6LP-CCDC180
LHFPL2
MAMDC2
CANT1
TMEM161B
ADK
TAF2
MTMR3
DNAH10
INPP5F
IARS1
FCHSD2
ATP23
NPSR1
NPSR1-AS1
NTRK2
HIVEP1
ERICH6B
FBXW2
GPR143
LOC102724084
SYNJ1
MYOM2
TLK2
DPH6
GNAO1
RAB11FIP4
GNA14
UCHL1
ITSN1
CNBD1
LOC105374060
KCNJ5
PLVAP
AGK
SYTL3
RGSL1
DCUN1D2
NR2C1
GABBR2
TRPM1
CCDC149
GSN
ANKRD6
FNDC1
SLC35E3
TMEM19
LINC02608
ATP10B
RAP1B
FOCAD
BBS9
PEX5L
PPP6R3
PHLPP1
MYOF
RALGAPA1
BEST3
SUPT3H
C12orf56
FTX
KBTBD12
CNNM2
SCLT1
DAB2IP
CRB1
IQGAP1
RUNX2
PLCH1
SLC2A13
2019-12-01 00:00:00
RPTOR
LRMP
ATP8B1
CDON
MON2
TEX11
PRDM5
MOCOS
ROCK2
PARP11
KLHL29
SPIDR
NCALD
PRKAG2
LINC00971
LOC100507557
NSUN6
DNAH6
SRCIN1
USH2A
KIAA1328
SYNPR-AS1
PLCXD2
PLA2G4A
FAM186A
KCNH5
CDH12
DYM
MED13L
PCLO
DCAF6
WWC2
MPDZ
LGR5
ATE1
SUGCT
SPOCK3
TBC1D5
ITFG2-AS1
HECTD4
BTBD11
AGMO
LOC401324
